# ra, dec
172.742401, 32.500168
172.743625, 25.206097
172.745860, 29.306959
172.748244, 32.720715
172.749016, 26.516838
172.754758, 24.126026
172.754948, 23.516800
172.757292, 32.470943
172.757858, 19.798735
172.758076, 26.237190
172.759090, 22.986261
172.763125, 21.990591
172.766858, 12.553005
172.769008, 26.080204
172.769265, 28.250454
172.770915, 12.952117
172.770922, 27.718279
172.772369, 28.343454
172.774430, 21.295338
172.775066, 12.456408
172.776380, 24.267776
172.777304, 24.839230
172.778145, 26.323332
172.779026, 31.421997
172.779828, 19.779125
172.780617, 19.730421
172.780802, 12.956606
172.781209, 29.521198
172.781494, 31.209160
172.782028, 29.267850
172.782362, 29.416010
172.783675, 25.512224
172.784808, 20.364222
172.785528, 22.897610
172.785663, 30.479397
172.785668, 20.080912
172.787675, 22.624386
172.787810, 28.640301
172.787894, 16.760889
172.788526, 26.535514
172.788564, 11.924999
172.789518, 31.234859
172.791489, 29.569687
172.791590, 21.252197
172.792078, 15.938606
172.792763, 20.811440
172.793285, 28.288593
172.793581, 29.871599
172.793867, 17.659268
172.793934, 31.458523
172.795581, 12.353494
172.796020, 31.712029
172.798347, 25.330526
172.798524, 16.009676
172.800533, 13.262022
172.802891, 29.416553
172.805024, 26.706396
172.805575, 31.522949
172.806174, 31.297453
172.806620, 22.825903
172.808353, 30.940449
172.810915, 26.574997
172.813610, 19.915579
172.814955, 25.888216
172.815498, 25.438648
172.817184, 30.510426
172.818538, 14.670435
172.819551, 24.259497
172.819662, 26.495886
172.819798, 30.699496
172.822090, 26.482954
172.822769, 15.315167
172.825339, 19.697121
172.826504, 29.074668
172.826554, 24.364418
172.831506, 18.951912
172.831985, 23.241627
172.832133, 28.843655
172.834417, 16.112066
172.835242, 25.905825
172.835532, 30.992311
172.835900, 30.670082
172.836329, 26.002951
172.837190, 17.371651
172.837690, 15.013380
172.840258, 30.855347
172.841322, 17.231247
172.842154, 16.528145
172.842456, 21.887930
172.842794, 12.800289
172.842843, 28.527494
172.846977, 18.623102
172.850074, 27.905528
172.850949, 26.330921
172.851207, 16.370997
172.854670, 23.983158
172.859962, 25.950460
172.862084, 24.366768
172.862369, 26.611233
172.863367, 26.128137
172.867037, 28.065306
172.867630, 29.945451
172.868164, 26.794300
172.869263, 21.283354
172.870277, 25.615452
172.871115, 27.218279
172.872127, 12.739943
172.873285, 26.831352
172.874444, 12.131114
172.876009, 23.118647
172.876660, 25.705571
172.877231, 22.314018
172.880341, 30.638094
172.881438, 12.766131
172.883973, 22.419565
172.884889, 31.820107
172.888720, 14.943448
172.889731, 22.093817
172.890436, 23.425689
172.890783, 29.642046
172.891032, 23.713810
172.891627, 28.077864
172.894838, 27.642607
172.895636, 27.013985
172.895798, 11.874981
172.895849, 31.866888
172.896252, 21.566933
172.896411, 18.358299
172.896582, 14.143408
172.901540, 26.594648
172.902205, 15.397795
172.904223, 23.638048
172.904846, 15.945933
172.905598, 14.717913
172.909579, 12.190634
172.910582, 29.543352
172.914238, 13.484279
172.916270, 17.555859
172.916503, 24.103876
172.916813, 23.517814
172.918949, 21.183002
172.920023, 14.171691
172.920829, 28.476007
172.920890, 22.842653
172.923138, 22.519806
172.924398, 19.490864
172.925532, 13.169913
172.926503, 26.093643
172.926883, 30.694332
172.927462, 13.275972
172.927802, 28.075207
172.928126, 25.940439
172.930848, 21.200302
172.931845, 17.600639
172.935677, 29.119102
172.936171, 23.317493
172.941215, 24.048107
172.941304, 31.849808
172.943247, 22.295507
172.943382, 25.915737
172.945438, 24.808163
172.945848, 29.343956
172.949544, 21.751052
172.949608, 14.600739
172.950319, 28.596422
172.952706, 32.983949
172.953135, 19.413931
172.957296, 13.912878
172.958601, 13.625523
172.959534, 30.652132
172.959663, 24.964990
172.960752, 24.132254
172.961426, 14.097976
172.962169, 27.600683
172.965515, 23.171970
172.966995, 13.570759
172.967612, 12.715655
172.972374, 19.671215
172.976493, 31.193826
172.976832, 19.077179
172.978382, 25.930517
172.978459, 11.574189
172.981994, 21.497992
172.983900, 21.257364
172.989258, 17.815041
172.990520, 19.257700
172.990722, 29.732767
172.991481, 14.601755
172.992688, 22.948164
172.994770, 20.545414
172.994901, 14.657169
172.996561, 29.252240
172.997803, 30.617258
172.998765, 24.754505
173.002159, 15.860081
173.002673, 29.434397
173.003205, 24.265566
173.004771, 13.691791
173.005205, 18.713482
173.005246, 23.386555
173.005319, 26.495998
173.005651, 28.713341
173.005727, 24.432205
173.006307, 13.592423
173.008337, 12.153256
173.008514, 32.792309
173.012121, 19.008369
173.013950, 30.990463
173.014114, 24.242624
173.014496, 30.596424
173.014819, 31.424658
173.014926, 20.333014
173.016761, 32.072479
173.017848, 15.538645
173.018183, 13.190275
173.018464, 17.761295
173.018538, 11.858427
173.019050, 20.049938
173.020388, 12.904669
173.020634, 13.440043
173.020931, 22.097233
173.022283, 26.896833
173.022845, 28.638084
173.026591, 22.520420
173.026848, 17.997267
173.026960, 25.403349
173.027200, 27.370127
173.028857, 16.834059
173.031606, 24.966269
173.032131, 28.863424
173.034673, 32.632880
173.036545, 22.307230
173.038738, 28.680359
173.043000, 22.651031
173.043295, 21.159445
173.043966, 13.585913
173.045382, 17.059994
173.045438, 24.423811
173.047257, 18.784779
173.048325, 28.861036
173.048404, 30.615431
173.048418, 24.535531
173.054434, 12.389486
173.054685, 30.017618
173.058838, 25.269991
173.059893, 24.422005
173.063110, 26.928471
173.063610, 12.879558
173.064474, 23.877821
173.064957, 30.620140
173.069076, 29.067051
173.069955, 30.518506
173.073683, 18.461336
173.073804, 19.807867
173.073822, 20.931309
173.074844, 12.577569
173.075567, 22.594839
173.078935, 14.771412
173.080841, 25.085354
173.081250, 29.358213
173.084266, 26.704231
173.085694, 25.429336
173.087190, 31.427122
173.087539, 29.701523
173.087727, 12.415614
173.087952, 21.910286
173.088633, 22.156485
173.089017, 19.716848
173.089815, 13.656759
173.091690, 27.349077
173.092171, 26.658944
173.094945, 26.024535
173.095468, 25.475246
173.100316, 25.624058
173.101962, 29.127474
173.104528, 15.440716
173.106389, 14.962677
173.106578, 29.270164
173.107084, 25.780375
173.108847, 20.954868
173.109072, 19.462463
173.112120, 24.920492
173.112567, 25.339561
173.112858, 23.394926
173.113304, 11.744592
173.113504, 11.610567
173.114133, 25.152882
173.114990, 23.177864
173.119426, 31.770718
173.121697, 14.554494
173.122000, 30.931692
173.122042, 21.229965
173.125114, 31.276424
173.126254, 27.410904
173.128289, 17.071884
173.128562, 16.928574
173.132156, 18.207783
173.132669, 27.330059
173.132772, 16.218718
173.134614, 19.939833
173.135302, 20.056093
173.135315, 32.474560
173.135926, 14.392335
173.136386, 27.159402
173.137980, 21.371673
173.139397, 13.492682
173.139791, 27.665651
173.140098, 31.031631
173.142822, 22.352493
173.145762, 21.946562
173.146576, 25.526642
173.148898, 14.801810
173.150295, 15.813951
173.151259, 26.470814
173.152247, 26.430187
173.152268, 23.136080
173.153290, 22.702795
173.153308, 31.444721
173.154843, 20.995117
173.155371, 13.772470
173.159333, 21.649723
173.160563, 15.103590
173.160860, 26.744234
173.163666, 26.005310
173.166400, 17.898075
173.169000, 25.643049
173.169289, 22.710777
173.169408, 21.762457
173.169426, 24.249971
173.169758, 28.711682
173.170805, 28.117197
173.173595, 20.460136
173.173970, 24.181292
173.174761, 30.080351
173.174900, 25.718643
173.176763, 14.616167
173.176895, 31.561611
173.180535, 22.787748
173.183859, 29.815613
173.183933, 19.978979
173.184369, 14.269635
173.186397, 12.944518
173.186459, 17.441511
173.186526, 14.299691
173.186951, 26.638893
173.187422, 31.083641
173.187485, 18.416645
173.187993, 14.347185
173.188400, 26.577248
173.188482, 24.811278
173.188785, 31.314075
173.189358, 29.204092
173.192795, 29.561693
173.193771, 12.150472
173.195299, 31.890211
173.195361, 21.320368
173.197416, 18.731228
173.198925, 22.781654
173.200152, 13.946410
173.201519, 13.427158
173.204361, 14.662854
173.205677, 24.694345
173.209910, 13.347161
173.210201, 20.920675
173.210352, 31.042664
173.212395, 12.324008
173.214734, 15.024288
173.214946, 13.533326
173.215865, 27.388016
173.216822, 18.468885
173.219181, 19.989901
173.221464, 27.414091
173.222282, 32.297020
173.222431, 21.348448
173.224879, 15.301879
173.225583, 27.213652
173.226271, 13.640880
173.228085, 27.686129
173.229996, 27.778826
173.230716, 28.229372
173.231400, 32.433296
173.231588, 31.502642
173.232763, 26.569422
173.235775, 17.351063
173.240051, 22.843166
173.240397, 14.273340
173.241350, 23.376253
173.241893, 29.514463
173.242357, 28.908012
173.243706, 26.241549
173.245741, 24.753196
173.246611, 23.437932
173.248350, 21.451006
173.249045, 15.816579
173.250057, 13.636769
173.251978, 21.261110
173.252147, 18.182457
173.254323, 21.362331
173.257448, 26.917953
173.257558, 18.233315
173.258093, 16.358873
173.258118, 20.495907
173.259649, 18.238745
173.262060, 27.734463
173.264019, 20.729401
173.264450, 15.800106
173.264557, 32.165265
173.264740, 27.320768
173.265530, 29.938093
173.265936, 17.852332
173.267888, 21.799402
173.271702, 19.513515
173.274186, 20.188028
173.274462, 27.256287
173.274875, 12.956853
173.275711, 32.133888
173.279313, 23.311815
173.279990, 22.518619
173.280451, 19.416732
173.281402, 24.208920
173.283561, 27.013279
173.284541, 18.396641
173.284624, 27.331858
173.285426, 18.357128
173.285429, 31.946606
173.286982, 32.193520
173.287912, 16.339806
173.288239, 27.681202
173.288761, 19.278589
173.290112, 19.005980
173.290273, 19.647741
173.290369, 29.392994
173.290549, 29.523443
173.290802, 31.702951
173.291200, 25.030125
173.293744, 20.463886
173.294263, 32.430367
173.295542, 21.914255
173.295991, 28.094212
173.296692, 26.905392
173.301213, 19.585857
173.302046, 22.102333
173.302603, 13.651281
173.303720, 28.518024
173.306643, 29.866678
173.306977, 23.937096
173.308057, 14.995108
173.311504, 28.199822
173.311722, 31.635159
173.312413, 22.263807
173.313027, 23.388815
173.314559, 27.074377
173.315497, 29.104103
173.316851, 31.358936
173.317477, 19.140577
173.320109, 27.153958
173.320188, 15.421745
173.321052, 28.244511
173.324750, 13.451604
173.326733, 23.013317
173.331284, 31.561436
173.332282, 15.528097
173.332794, 29.617014
173.334063, 14.704789
173.334539, 29.736280
173.337411, 29.574345
173.338507, 13.112005
173.341418, 22.928233
173.342118, 32.764091
173.342712, 30.872034
173.345298, 24.483906
173.345524, 27.762905
173.346605, 19.824467
173.346973, 16.018614
173.347466, 22.292068
173.347992, 32.588806
173.348175, 13.900119
173.350669, 21.152381
173.352643, 25.047003
173.353267, 32.580353
173.353282, 15.038895
173.353799, 13.948486
173.354779, 24.547783
173.355390, 29.590597
173.357019, 29.802912
173.357399, 24.391074
173.357802, 14.200206
173.359675, 23.561277
173.359881, 26.948376
173.361105, 23.412869
173.362211, 28.003655
173.364551, 19.644941
173.365664, 25.901138
173.366263, 31.492500
173.369787, 18.129152
173.371289, 30.396336
173.371574, 22.130230
173.371642, 24.264486
173.373837, 18.422337
173.375750, 14.799694
173.376001, 21.557376
173.376354, 12.322542
173.381404, 17.555122
173.382748, 26.290941
173.385075, 25.894329
173.385606, 16.062914
173.390870, 26.799547
173.391081, 19.856157
173.391741, 19.251295
173.392630, 13.098124
173.397240, 27.981499
173.397542, 13.516417
173.398927, 21.762396
173.399862, 21.275951
173.401036, 27.858484
173.403684, 22.770397
173.404588, 24.875189
173.409380, 29.767426
173.409498, 30.863844
173.410452, 26.652470
173.410686, 29.266733
173.410965, 28.248589
173.410975, 22.007468
173.411659, 27.587008
173.412196, 26.405855
173.413338, 22.681648
173.414569, 28.880257
173.414644, 11.609139
173.414835, 28.809656
173.416000, 30.822313
173.416209, 11.579666
173.416393, 23.268572
173.416576, 18.800520
173.417636, 25.186472
173.417666, 25.630919
173.419824, 16.846437
173.420057, 14.860797
173.425259, 19.534119
173.425567, 23.790598
173.427835, 11.701734
173.428622, 28.392467
173.428999, 18.550150
173.430218, 31.843327
173.433497, 24.280420
173.434521, 15.655023
173.435225, 22.501284
173.436465, 18.610130
173.438217, 13.874889
173.438330, 15.738695
173.439285, 30.877352
173.443563, 27.500881
173.444112, 20.942587
173.444585, 27.174776
173.445955, 29.530787
173.448335, 23.819281
173.448337, 12.319506
173.449238, 12.215335
173.449396, 11.903798
173.449432, 18.406532
173.449437, 26.346982
173.449927, 11.566198
173.450745, 29.848457
173.452423, 29.058079
173.452562, 15.954329
173.452738, 21.869507
173.453540, 29.807648
173.453767, 30.553357
173.454519, 19.013651
173.456268, 22.865410
173.457193, 19.063400
173.457354, 31.761368
173.461225, 21.482843
173.461839, 30.385454
173.463486, 32.462910
173.464509, 26.910196
173.465658, 16.424759
173.465726, 21.549412
173.466027, 23.918686
173.466032, 29.678732
173.466077, 20.550732
173.466872, 22.582445
173.468276, 27.033684
173.469252, 32.677010
173.469866, 28.105236
173.470418, 13.747743
173.471589, 16.849705
173.473069, 17.636539
173.478870, 28.409683
173.481366, 29.221226
173.485599, 30.468594
173.485741, 15.939037
173.487758, 25.479429
173.488031, 31.717836
173.488351, 28.547226
173.489651, 23.461252
173.490978, 32.348769
173.496860, 31.484007
173.498549, 22.821989
173.501732, 20.125626
173.502714, 26.011801
173.503072, 27.404871
173.504856, 19.495142
173.506470, 30.677221
173.506813, 25.944193
173.509244, 31.370499
173.510193, 25.340866
173.510341, 19.455473
173.511605, 29.067734
173.512156, 15.781215
173.513716, 25.477332
173.513841, 22.587310
173.517823, 16.102137
173.519905, 15.851312
173.520966, 25.224075
173.524757, 22.934468
173.526621, 14.194110
173.527439, 27.017883
173.529282, 31.588337
173.530652, 29.729639
173.532295, 21.145548
173.533069, 29.384390
173.533582, 13.147856
173.536272, 25.763174
173.538878, 23.548496
173.540319, 13.584451
173.540978, 30.879599
173.541215, 29.799204
173.541724, 20.930315
173.542999, 19.963589
173.545351, 18.490666
173.546749, 26.807348
173.547836, 11.604649
173.550579, 22.638931
173.551235, 27.867578
173.551577, 28.624678
173.551745, 19.374241
173.555723, 26.442940
173.555856, 14.494902
173.555990, 21.654028
173.557774, 15.645406
173.558261, 24.479895
173.559095, 22.674135
173.560293, 22.792818
173.560983, 18.235739
173.562026, 22.705833
173.565136, 26.001448
173.566535, 19.306211
173.567612, 31.295694
173.569053, 25.332630
173.572180, 30.470182
173.574061, 29.628279
173.574856, 17.615402
173.575443, 28.786942
173.577598, 25.209534
173.578103, 11.957648
173.578478, 22.532593
173.578701, 32.202255
173.581347, 26.631458
173.582630, 23.280968
173.585629, 25.225993
173.588026, 23.152622
173.588252, 23.357283
173.590970, 19.746936
173.593708, 21.887922
173.595772, 22.270628
173.595861, 15.016466
173.601665, 25.895599
173.602662, 32.634003
173.602920, 26.914430
173.604016, 22.928268
173.604434, 16.251518
173.605027, 25.918367
173.605407, 25.741867
173.607355, 13.905612
173.608686, 30.092060
173.608763, 14.215393
173.609960, 12.870914
173.611348, 11.636305
173.616815, 27.562632
173.616861, 25.466682
173.617600, 16.235226
173.622314, 29.330838
173.623237, 27.703665
173.626007, 25.409472
173.629760, 25.229758
173.631476, 30.092936
173.632163, 25.246743
173.634004, 25.259182
173.636259, 27.462116
173.636581, 31.390799
173.638286, 21.621798
173.639155, 26.196041
173.640271, 26.755328
173.643357, 20.797573
173.645715, 20.765467
173.647215, 31.450665
173.647507, 20.047665
173.648773, 12.493511
173.650673, 26.985310
173.652358, 24.630569
173.652429, 20.658606
173.655262, 26.920717
173.655942, 23.051018
173.656752, 12.675236
173.658433, 11.771955
173.658661, 21.130230
173.659111, 19.307150
173.660436, 15.951334
173.661258, 27.678480
173.663315, 29.030125
173.663336, 18.252420
173.663403, 29.816553
173.663453, 24.356333
173.664040, 30.462017
173.665335, 23.565603
173.666911, 25.623542
173.673975, 19.293301
173.679557, 21.979961
173.682145, 23.427013
173.682480, 31.877657
173.682573, 26.915646
173.683537, 21.226271
173.685163, 31.830874
173.686154, 13.159110
173.686292, 28.153759
173.687321, 27.758011
173.689481, 22.722143
173.691296, 31.365055
173.691999, 12.211579
173.695634, 27.718170
173.697583, 29.932089
173.700164, 13.705271
173.702492, 15.004038
173.707432, 24.362064
173.707725, 25.796478
173.711634, 20.246838
173.711748, 25.313971
173.715363, 32.866520
173.716384, 18.132716
173.717473, 29.068619
173.717923, 14.311780
173.718388, 29.593861
173.719018, 23.948898
173.719663, 23.428541
173.721727, 30.793226
173.722703, 30.297655
173.723997, 31.745767
173.724542, 22.452323
173.726748, 27.688272
173.727043, 30.090633
173.728880, 27.010285
173.729351, 20.401505
173.730851, 25.039412
173.730922, 20.405050
173.732011, 24.603543
173.733585, 20.606186
173.735932, 32.751732
173.738154, 31.961695
173.738316, 19.912134
173.738376, 29.417323
173.738766, 12.840872
173.738933, 24.024277
173.739105, 28.928202
173.739348, 27.453529
173.740097, 25.924420
173.740385, 27.704523
173.740752, 25.662130
173.740891, 30.844328
173.740923, 26.172459
173.741449, 12.291987
173.743856, 25.924183
173.744837, 20.524073
173.745864, 24.183258
173.748702, 16.410001
173.750256, 27.157581
173.750793, 20.252291
173.752952, 19.560617
173.754431, 28.803282
173.754519, 13.815567
173.754669, 26.266590
173.755060, 25.403263
173.756307, 26.247213
173.756821, 19.860264
173.757187, 32.188660
173.757345, 13.959217
173.759921, 28.131907
173.761560, 26.899523
173.761841, 30.694094
173.764909, 24.149897
173.765960, 29.082397
173.766350, 22.316385
173.767525, 26.613844
173.768738, 15.009525
173.770430, 14.473340
173.770576, 24.951796
173.770935, 18.915211
173.771530, 29.294899
173.771723, 22.569027
173.772445, 28.838844
173.773779, 12.274698
173.779214, 22.394291
173.781351, 15.981243
173.781850, 17.066404
173.782610, 14.525787
173.783334, 29.871574
173.783713, 22.454332
173.784994, 25.134670
173.785367, 22.761971
173.785672, 16.023097
173.788234, 18.728029
173.791326, 26.435589
173.791526, 28.973307
173.793625, 28.751297
173.794633, 22.838570
173.795334, 28.059889
173.795898, 13.632543
173.797800, 15.109924
173.798126, 18.906977
173.800971, 25.945503
173.802863, 16.264063
173.806217, 29.856153
173.808190, 23.065136
173.810481, 22.410099
173.812002, 29.984840
173.812398, 29.281397
173.814850, 15.132430
173.814986, 31.797064
173.815522, 21.625057
173.816941, 27.053846
173.820709, 20.957260
173.821278, 29.956133
173.824802, 14.933957
173.826178, 27.379463
173.829510, 24.465771
173.830063, 16.764764
173.830338, 31.367601
173.833283, 22.133162
173.834176, 16.884384
173.834921, 23.040749
173.835435, 21.640438
173.835838, 30.447849
173.838202, 17.239759
173.838705, 12.536519
173.838867, 20.712732
173.844623, 21.351818
173.845362, 25.499328
173.846504, 13.958577
173.846639, 20.163008
173.847031, 25.221201
173.847897, 16.161369
173.849487, 32.854412
173.849508, 14.605943
173.851573, 29.746885
173.852705, 25.901031
173.852749, 22.645765
173.853046, 21.672146
173.854071, 32.783499
173.854641, 26.578257
173.857279, 32.329147
173.860132, 21.587368
173.860672, 12.124447
173.862259, 29.446863
173.863566, 30.253382
173.864278, 16.655712
173.864384, 18.865479
173.876724, 20.846273
173.877535, 13.997409
173.878280, 27.549303
173.878433, 20.771461
173.879342, 15.514424
173.882190, 27.146172
173.882328, 23.535706
173.882670, 21.699511
173.883675, 28.540857
173.885319, 30.040660
173.890980, 20.932045
173.891077, 16.260588
173.891591, 13.942607
173.891745, 23.842804
173.892207, 24.525528
173.892306, 15.784840
173.893232, 23.049131
173.896459, 23.478971
173.898053, 18.838327
173.898309, 12.431480
173.901661, 15.954914
173.902541, 27.107971
173.902574, 11.839877
173.902722, 20.490496
173.908005, 30.688324
173.908219, 23.668025
173.909264, 18.950203
173.910372, 20.017384
173.914588, 12.414243
173.915039, 31.736210
173.916701, 16.164864
173.916727, 12.039863
173.917138, 22.679911
173.918403, 25.074406
173.918753, 27.652807
173.921281, 21.958233
173.922789, 31.315581
173.922856, 18.962463
173.924014, 11.780806
173.924205, 13.149316
173.924405, 13.808882
173.927994, 22.070271
173.929368, 28.827484
173.929397, 23.656999
173.930317, 14.873958
173.931133, 23.840368
173.931307, 21.381138
173.933867, 12.353363
173.934414, 20.888365
173.934498, 25.152613
173.935585, 16.082224
173.935731, 22.989592
173.935923, 17.631849
173.936447, 30.647264
173.937480, 24.158873
173.937683, 30.718315
173.940491, 22.745893
173.943345, 15.588068
173.943989, 18.911037
173.944574, 31.384335
173.944783, 16.100740
173.946587, 21.677549
173.947068, 29.223730
173.951105, 19.915071
173.952240, 22.098215
173.953056, 21.653378
173.953330, 30.430250
173.953918, 32.025314
173.954766, 12.290646
173.955590, 24.105694
173.958108, 32.537589
173.958466, 15.932757
173.959442, 23.077253
173.960996, 26.451902
173.961719, 19.656387
173.962097, 31.789955
173.964116, 23.543224
173.965271, 19.104134
173.966615, 24.042715
173.967198, 32.632628
173.967928, 22.985163
173.971250, 25.259890
173.972442, 22.672813
173.972688, 23.693936
173.974384, 29.601887
173.975688, 31.429310
173.980007, 32.797497
173.981888, 24.243899
173.982116, 23.331499
173.982190, 19.322323
173.982304, 18.853573
173.983330, 29.608835
173.984035, 13.227900
173.984424, 22.690350
173.987001, 22.547001
173.988478, 12.898326
173.991190, 25.656050
173.991717, 17.195471
173.995651, 19.699398
173.996534, 21.645187
173.997381, 21.430107
173.997452, 18.500298
173.998672, 32.498508
173.999031, 26.029217
174.000949, 21.475245
174.001668, 30.166843
174.002014, 32.979321
174.003472, 30.364313
174.003845, 32.887547
174.005553, 17.855804
174.005889, 14.758667
174.007068, 15.605351
174.007346, 23.193844
174.009220, 31.943026
174.009683, 22.702812
174.009899, 28.677034
174.010778, 28.999897
174.011350, 29.402782
174.011863, 19.599377
174.013860, 20.706727
174.013888, 12.550814
174.016621, 24.782553
174.017653, 26.082329
174.017802, 22.637632
174.019189, 19.756142
174.020034, 23.972241
174.020235, 31.090498
174.021113, 22.764614
174.021800, 22.371725
174.023882, 16.642990
174.025170, 25.837835
174.026809, 19.082193
174.027298, 22.329582
174.028254, 26.022289
174.029507, 11.639815
174.030268, 24.393818
174.032759, 25.372103
174.033098, 17.017687
174.034170, 18.014338
174.034185, 14.524085
174.034269, 18.818941
174.034743, 27.178301
174.035159, 23.549677
174.035561, 25.056141
174.038652, 15.062174
174.038726, 23.835003
174.038809, 22.287443
174.041382, 20.973621
174.041807, 26.054968
174.042536, 25.852545
174.043571, 31.823591
174.048250, 25.220351
174.048631, 32.602749
174.049774, 22.204788
174.052343, 24.106920
174.052449, 26.664415
174.053265, 25.616636
174.056007, 18.477516
174.056226, 14.805473
174.056340, 27.328358
174.059836, 27.266014
174.060829, 24.821098
174.061038, 26.454556
174.061117, 15.140815
174.061428, 21.373960
174.062273, 24.911182
174.064174, 14.957378
174.064441, 13.263375
174.066075, 20.169804
174.066747, 22.686817
174.069546, 21.237680
174.069976, 15.802072
174.070224, 12.826978
174.070639, 14.729821
174.070848, 26.283859
174.072921, 31.434310
174.076180, 27.175306
174.078790, 12.931902
174.079163, 32.923283
174.079768, 22.912838
174.083658, 30.005480
174.084293, 32.391617
174.085155, 20.028320
174.085226, 13.128459
174.086737, 26.643282
174.086793, 19.821264
174.087277, 29.851717
174.088607, 24.739651
174.092450, 18.367128
174.093356, 16.283354
174.093360, 11.875951
174.093442, 23.640791
174.094693, 31.403971
174.095474, 15.266766
174.095933, 26.452950
174.096817, 32.070312
174.099368, 27.366816
174.100085, 17.531042
174.100427, 20.712650
174.100646, 19.827141
174.100704, 20.471608
174.101846, 25.586941
174.103476, 21.787405
174.104565, 22.360945
174.104666, 32.601810
174.110304, 20.659821
174.110844, 16.851673
174.115446, 28.557409
174.116038, 15.644267
174.119737, 32.292619
174.120130, 27.389833
174.123373, 20.632505
174.123941, 22.432474
174.124034, 13.079915
174.124070, 29.784658
174.124312, 12.665855
174.124695, 30.637604
174.125831, 14.663527
174.125838, 27.528320
174.125946, 15.053728
174.126984, 13.499173
174.127819, 27.894272
174.128781, 19.727125
174.131492, 18.146872
174.132305, 13.434356
174.133011, 32.983292
174.135767, 26.516058
174.138372, 16.089731
174.142478, 19.012463
174.143306, 13.222074
174.144736, 15.051921
174.146581, 21.688524
174.150048, 20.407572
174.151437, 24.085970
174.155587, 15.808693
174.158010, 29.270618
174.159454, 32.562778
174.160489, 22.043953
174.161008, 22.086428
174.168324, 12.493503
174.169281, 24.685316
174.171591, 20.141611
174.172285, 23.734879
174.175415, 25.591652
174.176416, 29.362061
174.177687, 21.076283
174.179623, 18.930328
174.181396, 26.270346
174.182525, 28.829058
174.183884, 25.254444
174.185112, 22.408501
174.185603, 12.298030
174.187245, 17.919191
174.188585, 26.341022
174.190160, 20.054325
174.192909, 27.312187
174.193935, 20.210732
174.194778, 31.298334
174.195883, 28.889095
174.197154, 20.709335
174.197349, 21.436865
174.197366, 22.508142
174.197851, 12.993552
174.199038, 19.442760
174.199941, 11.505783
174.203949, 19.781645
174.204775, 21.983318
174.206174, 25.343164
174.207770, 21.784472
174.208617, 22.928488
174.209085, 14.519611
174.209293, 30.098651
174.211166, 30.250755
174.211212, 30.661442
174.213440, 16.881025
174.214142, 25.903881
174.214166, 13.379236
174.218778, 28.159399
174.218806, 17.797916
174.220230, 24.264193
174.220535, 19.563677
174.222941, 13.018900
174.223250, 25.477053
174.226073, 16.198877
174.227172, 13.575470
174.229272, 29.858647
174.231143, 19.218085
174.231336, 25.345516
174.234351, 23.761452
174.235576, 25.938498
174.236128, 23.320477
174.236687, 23.677904
174.237904, 22.464599
174.238158, 20.546015
174.240249, 17.759663
174.241233, 26.750565
174.243122, 24.097198
174.243909, 31.161358
174.244687, 21.126879
174.244814, 21.719210
174.246279, 31.617262
174.247698, 18.944056
174.249401, 24.867243
174.251727, 25.985235
174.254940, 31.851608
174.254954, 29.604399
174.255770, 30.588456
174.257065, 11.748536
174.258145, 29.412390
174.261927, 15.782462
174.262095, 29.522312
174.262314, 30.622784
174.266732, 30.161154
174.267796, 17.274031
174.268223, 13.819802
174.268762, 28.804926
174.271764, 21.254074
174.272702, 25.627935
174.274031, 29.484713
174.274350, 30.287916
174.276536, 27.891075
174.278892, 27.567598
174.278956, 28.446075
174.279586, 14.796528
174.280435, 27.104691
174.280673, 15.610162
174.282879, 31.191040
174.284790, 19.363624
174.288030, 24.210217
174.290641, 21.144970
174.291939, 20.326366
174.293160, 27.414759
174.294102, 24.164230
174.294567, 14.281504
174.296338, 24.759382
174.301394, 24.700693
174.301819, 30.581814
174.302851, 22.014368
174.303021, 20.771843
174.309954, 12.146264
174.310324, 20.172119
174.310342, 26.273525
174.311685, 19.301268
174.312282, 26.330334
174.312564, 27.168592
174.314203, 32.465153
174.315735, 27.705362
174.316016, 19.261505
174.317170, 23.439995
174.319543, 12.779283
174.321799, 24.620743
174.322030, 22.603802
174.323125, 21.038960
174.323586, 20.239449
174.323632, 24.268269
174.324735, 27.781834
174.326083, 24.170259
174.326418, 24.927574
174.327147, 12.545324
174.329542, 20.607647
174.330976, 11.748865
174.331815, 15.149039
174.332849, 22.638954
174.333711, 22.684370
174.335327, 17.018950
174.336518, 23.806677
174.337052, 29.594179
174.339303, 15.323231
174.339443, 14.458020
174.339801, 12.167579
174.340602, 24.773645
174.341210, 19.425791
174.342270, 19.706188
174.344797, 31.997303
174.346226, 29.548229
174.348034, 29.342371
174.348104, 20.289906
174.348695, 12.131496
174.350167, 30.060293
174.352761, 24.299921
174.355370, 23.298491
174.355436, 23.974825
174.356650, 12.300246
174.356899, 28.300339
174.357073, 14.183721
174.358860, 14.186512
174.359495, 18.658786
174.362280, 28.059757
174.362318, 28.610405
174.365928, 29.640272
174.367012, 31.504450
174.367081, 19.661058
174.367158, 21.200649
174.367959, 22.041739
174.368593, 11.580740
174.371315, 17.543095
174.371814, 20.545429
174.372558, 23.461206
174.373046, 27.405418
174.373387, 26.807869
174.375190, 27.894463
174.377722, 20.970749
174.381418, 26.234219
174.381521, 18.793242
174.382118, 24.149259
174.384971, 16.915453
174.385809, 13.180730
